"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 20:00","2021","07","05","20:00","13.6","","11.3","","86","","0.0","","24","","5","","16.1","","101.51","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 21:00","2021","07","05","21:00","11.9","","11.0","","94","","0.0","","17","","9","","16.1","","101.52","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 22:00","2021","07","05","22:00","11.9","","11.1","","95","","0.0","","20","","9","","16.1","","101.51","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 23:00","2021","07","05","23:00","11.8","","11.0","","95","","0.0","","18","","8","","16.1","","101.51","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 00:00","2021","07","06","00:00","11.8","","11.0","","95","","0.0","","15","","8","","16.1","","101.51","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 01:00","2021","07","06","01:00","12.0","","11.2","","95","","0.0","","18","","5","","16.1","","101.49","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 02:00","2021","07","06","02:00","12.0","","11.2","","95","","0.0","","15","","8","","16.1","","101.49","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 03:00","2021","07","06","03:00","12.0","","11.4","","96","","0.0","","14","","5","","16.1","","101.49","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 04:00","2021","07","06","04:00","12.0","","11.4","","96","","0.0","","13","","8","","16.1","","101.49","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 05:00","2021","07","06","05:00","12.0","","11.4","","96","","0.0","","13","","8","","16.1","","101.49","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 06:00","2021","07","06","06:00","12.1","","11.3","","95","","0.0","","","M","4","","16.1","","101.49","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 07:00","2021","07","06","07:00","12.1","","11.3","","95","","0.0","","22","","5","","16.1","","101.49","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 08:00","2021","07","06","08:00","12.6","","11.7","","94","","0.0","","","","0","","16.1","","101.49","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 09:00","2021","07","06","09:00","13.3","","11.7","","90","","0.0","","30","","5","","16.1","","101.50","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 10:00","2021","07","06","10:00","14.1","","12.2","","88","","0.0","","33","","8","","16.1","","101.49","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 11:00","2021","07","06","11:00","15.0","","12.5","","85","","0.0","","34","","9","","16.1","","101.48","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 12:00","2021","07","06","12:00","15.0","","12.6","","86","","0.0","","35","","9","","16.1","","101.46","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 13:00","2021","07","06","13:00","16.2","","12.8","","80","","0.0","","","M","5","","16.1","","101.40","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 14:00","2021","07","06","14:00","18.4","","13.2","","72","","0.0","","","M","15","","16.1","","101.33","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 15:00","2021","07","06","15:00","17.9","","13.1","","73","","0.0","","33","","11","","16.1","","101.31","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 16:00","2021","07","06","16:00","17.5","","12.6","","73","","0.0","","25","","9","","16.1","","101.27","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 17:00","2021","07","06","17:00","19.0","","13.3","","69","","0.0","","","M","8","","16.1","","101.22","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 18:00","2021","07","06","18:00","17.9","","12.3","","69","","0.0","","24","","8","","16.1","","101.19","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 19:00","2021","07","06","19:00","17.0","","12.2","","73","","0.0","","26","","8","","16.1","","101.18","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 20:00","2021","07","06","20:00","14.9","","11.9","","82","","0.0","","","M","5","","16.1","","101.15","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 21:00","2021","07","06","21:00","12.8","","11.2","","90","","0.0","","","","0","","16.1","","101.13","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-06 22:00","2021","07","06","22:00","11.4","","10.6","","95","","0.0","","","","0","","16.1","","101.12","","","","","","NA"
